ID,Device Name
4632,{fws-gc-10-111-11-244} (10.111.11.244) [FortiGate-200F] @Rack_XX
4581,{fwp-jp-172-60-60-195} (172.60.60.195) [FortiGate-100F] @Rack_05 [CDC-105]
4600,{fws-jp-172-60-60-196} (172.60.60.196) [FortiGate-100F] @Rack_06 [CDC-105]
10981,
11005,
9146,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9217,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8468,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8436,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
2722,{fwp-tp-10-112-11-241} (10.112.11.241) [FortiGate-200F] @Rack_L16  [TP-GF]
2733,{fws-tp-10-112-11-242} (10.112.11.242) [FortiGate-200F] @Rack_L15  [TP-GF]
4627,{fwp-gc-10-111-11-243} (10.111.11.243) [FortiGate-200F] @Rack_XX
4633,{fws-gc-10-111-11-244} (10.111.11.244) [FortiGate-200F] @Rack_XX
10982,
11006,
9147,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
7980,{asr-wr-jp-172-60-60-221} (172.60.60.221) [ASR1002-X Chassis] @Rack_05 [CDC-105]
9218,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8469,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8437,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
10983,
11007,
9148,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
10984,
11008,
10735,{fwp-jp-172-60-60-191} (172.60.60.191) [FortiGate-100F] @Rack_05 [CDC-105]
10985,
11009,
10352,{pdu-tp-192.168.101.239} (192.168.101.239) [HUAWEI S5720-56C-EI-DC] @Rack_K13 [TP-GF]
10986,
11010,
10353,{pdu-tp-192.168.101.239} (192.168.101.239) [HUAWEI S5720-56C-EI-DC] @Rack_K13 [TP-GF]
4524,{fwp-jp-172-60-60-191} (172.60.60.191) [FortiGate-100F] @Rack_05 [CDC-105]
9149,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9222,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
4583,{fwp-jp-172-60-60-195} (172.60.60.195) [FortiGate-100F] @Rack_05 [CDC-105]
4602,{fws-jp-172-60-60-196} (172.60.60.196) [FortiGate-100F] @Rack_06 [CDC-105]
9150,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
4527,{fwp-jp-172-60-60-191} (172.60.60.191) [FortiGate-100F] @Rack_05 [CDC-105]
4541,{fws-jp-172-60-60-192} (172.60.60.192) [FortiGate-100F] @Rack_06 [CDC-105]
9223,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
4585,{fwp-jp-172-60-60-195} (172.60.60.195) [FortiGate-100F] @Rack_05 [CDC-105]
4604,{fws-jp-172-60-60-196} (172.60.60.196) [FortiGate-100F] @Rack_06 [CDC-105]
9151,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9224,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
4586,{fwp-jp-172-60-60-195} (172.60.60.195) [FortiGate-100F] @Rack_05 [CDC-105]
4605,{fws-jp-172-60-60-196} (172.60.60.196) [FortiGate-100F] @Rack_06 [CDC-105]
9931,{BKC-ISP-WR-40-250} (121.241.40.250) [RB1100x4] @Rack_ [ ]
9152,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9225,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
4587,{fwp-jp-172-60-60-195} (172.60.60.195) [FortiGate-100F] @Rack_05 [CDC-105]
4606,{fws-jp-172-60-60-196} (172.60.60.196) [FortiGate-100F] @Rack_06 [CDC-105]
8470,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8438,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
2723,{fwp-tp-10-112-11-241} (10.112.11.241) [FortiGate-200F] @Rack_L16  [TP-GF]
2734,{fws-tp-10-112-11-242} (10.112.11.242) [FortiGate-200F] @Rack_L15  [TP-GF]
9226,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8471,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8439,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9153,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
7685,{fwp-tp-10-112-11-245} (10.112.11.245) [FortiGate-200F] @Rack_K13  [TP-GF]
9782,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9798,(fws-tp-10-112-11-248)(10.112.11.248) [FortiGate-200F] @Rack_ [  ]
2724,{fwp-tp-10-112-11-241} (10.112.11.241) [FortiGate-200F] @Rack_L16  [TP-GF]
2735,{fws-tp-10-112-11-242} (10.112.11.242) [FortiGate-200F] @Rack_L15  [TP-GF]
9227,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
2754,{fwp-tp-10-112-11-245} (10.112.11.245) [FortiGate-200F] @Rack_K13  [TP-GF]
9154,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
7688,{fws-tp-10-112-11-246} (10.112.11.246) [FortiGate-200F] @Rack_L15  [TP-GF]
9783,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9784,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9228,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9155,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9785,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9229,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8440,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9156,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8441,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9786,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9800,(fws-tp-10-112-11-248)(10.112.11.248) [FortiGate-200F] @Rack_ [  ]
9230,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9157,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9787,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9801,(fws-tp-10-112-11-248)(10.112.11.248) [FortiGate-200F] @Rack_ [  ]
8472,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8442,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8443,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9802,(fws-tp-10-112-11-248)(10.112.11.248) [FortiGate-200F] @Rack_ [  ]
8445,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9788,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9803,
10927,(fws-tp-10-112-11-248)(10.112.11.248) [FortiGate-200F] @Rack_ [  ]
8473,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8446,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8447,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9789,(fwp-tp-10-112-11-247)(10.112.11.247) [FortiGate-200F] @Rack_ [  ]
9804,(fws-tp-10-112-11-248)(10.112.11.248) [FortiGate-200F] @Rack_ [  ]
8474,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8448,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
10956,{fws-tp-10-112-11-246} (10.112.11.246) [FortiGate-200F] @Rack_L15  [TP-GF]
9607,{fwp-tp-10-112-11-245} (10.112.11.245) [FortiGate-200F] @Rack_K13  [TP-GF]
8449,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8475,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8450,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9955,{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX
8579,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8477,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8583,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8452,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8478,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8453,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
9236,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9608,{fwp-tp-10-112-11-245} (10.112.11.245) [FortiGate-200F] @Rack_K13  [TP-GF]
10908,{fwp-tp-10-112-11-245} (10.112.11.245) [FortiGate-200F] @Rack_K13  [TP-GF]
10957,{fws-tp-10-112-11-246} (10.112.11.246) [FortiGate-200F] @Rack_L15  [TP-GF]
10378,{fwp-jp-172-60-60-191} (172.60.60.191) [FortiGate-100F] @Rack_05 [CDC-105]
10928,{mgmt-jp-192.168.99.235} (192.168.99.235) HUAWEI{S5720-56C-EI-DC}
10929,192.168.101.235
9237,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
10379,{fwp-jp-172-60-60-191} (172.60.60.191) [FortiGate-100F] @Rack_05 [CDC-105]
10880,192.168.101.235
10878,192.168.101.234
10876,{mgmt-jp-192.168.99.235} (192.168.99.235) HUAWEI{S5720-56C-EI-DC}
10874,{mgmt-jp-192.168.99.234} (192.168.99.234) HUAWEI{ S5720-56C-EI-DC}
9159,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9238,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
10355,{pdu-tp-192.168.101.239} (192.168.101.239) [HUAWEI S5720-56C-EI-DC] @Rack_K13 [TP-GF]
10363,{pdu-tp-192.168.101.240} (192.168.101.240) [HUAWEI S5720-56C-EI-DC] @Rack_L13 [TP-GF]
8456,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8584,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8481,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
8581,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
10881,192.168.101.235
10879,192.168.101.234
10877,{mgmt-jp-192.168.99.235} (192.168.99.235) HUAWEI{S5720-56C-EI-DC}
10875,{mgmt-jp-192.168.99.234} (192.168.99.234) HUAWEI{ S5720-56C-EI-DC}
9160,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9239,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8457,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8482,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
10335,192.168.101.234
10341,{mgmt-jp-192.168.99.234} (192.168.99.234) HUAWEI{ S5720-56C-EI-DC}
9161,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9240,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8458,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
8483,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
10686,192.168.101.234
9162,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9241,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
10691,{mgmt-jp-192.168.99.235} (192.168.99.235) HUAWEI{S5720-56C-EI-DC}
10693,192.168.101.235
10687,192.168.101.234
10246,{mgmt-jp-192.168.99.235} (192.168.99.235) HUAWEI{S5720-56C-EI-DC}
10256,192.168.101.235
10692,{mgmt-jp-192.168.99.235} (192.168.99.235) HUAWEI{S5720-56C-EI-DC}
9163,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9242,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9956,{mgmt-gc-192-168-100-252} (192.168.100.252) [ Cisco-WS-C3850-48T] @Rack_XX
9164,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9243,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9244,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8484,{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX
9165,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9245,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9166,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9246,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9167,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9247,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9168,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9248,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9249,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9169,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9250,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9170,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9251,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9171,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9252,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9172,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9253,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9173,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9174,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9257,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9258,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9175,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9259,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9176,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9177,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9260,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9261,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9178,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9262,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9179,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9263,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9180,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9264,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9181,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9265,{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX
9182,{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX
8429,{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX
10853,
10888,dci-jp-192-168-99-229} (192.168.99.229) [CISCO-ME-3600X-24FS-M] @Rack_0? [CDC-105]
10637,172.60.60.253
10890,dci-jp-192-168-99-230} (192.168.99.230) [CISCO-ME-3600X-24FS-M] @Rack_0? [CDC-105]
7366,{mgmt-jp-10-100-11-52} (10.100.11.52) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104]
7345,{mgmt-jp-10-100-11-51} (10.100.11.51) [Cisco-WS-C3750X-48P] @Rack_02 [CDC-104]
6522,{mgmt-gc-10-111-11-201} (10.111.11.201) [Cisco-WS-C3750X-48T-L ] @Rack_XX
5370,{mgmt-tp-10-112-11-202} (10.112.11.202) [CISCO-WS-C3750X-48P] @Rack_L15 [TP-GF]
5374,{mgmt-tp-10-112-11-201} (10.112.11.201) [CISCO-WS-C3750X-48P] @Rack_L16 [TP-GF]
10513,{mgmt-jp-172.60.60.141} (172.60.60.141) CISCO{WS-C3560X-48}
10855,mgmt-jp-192-168-40-251
10540,{mgmt-jp-172.60.60.143} (172.60.60.143) CISCO{WS-C3560X-48}
10526,{mgmt-jp-172.60.60.142} (172.60.60.142) CISCO{WS-C3560X-48}
7387,{mgmt-jp-10-100-11-53} (10.100.11.53) [Cisco-WS-C3750X-48P-S] @Rack_02 [CDC-104]
7289,{mgmt-jp-10-100-11-54} (10.100.11.54) [Cisco-WS-C3750X-48P-S] @Rack_03 [CDC-104]
6540,{mgmt-gc-10-111-11-203) [Cisco-WS-C3750X-48T-S] @Rack_XX
6547,{mgmt-gc-10-111-11-204} (10.111.11.204) [Cisco-WS-C3750X-48T-L] @Rack_XX
2606,{mgmt-tp-10-112-11-204} (10.112.11.204) [CISCO-WS-C3750X-48P] @Rack_L15  [TP-GF]
2601,{mgmt-tp-10-112-11-203} (10.112.11.203) [CISCO-WS-C3750X-48P] @Rack_L16  [TP-GF]
