Device Name,Sensor ID,Sensor Type
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5722,SNMP Cisco System Health
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,5726,SNMP Cisco System Health
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,7701,SNMP System Uptime
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,8585,Syslog Receiver
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,10662,SNMP Traffic
{mgmt-jp-192-168-40-252} (192.168.40.252) [Cisco- WS-C2960S-48TD-L] @Rack_XX,10860,SNMP Traffic
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5676,SNMP Traffic
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5678,SNMP Traffic
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5679,SNMP Traffic
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5680,SNMP Traffic
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5713,SNMP Cisco System Health
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5715,SNMP Cisco System Health
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5717,SNMP Cisco System Health
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5716,SNMP Cisco System Health
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,5714,SNMP Cisco System Health
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,7700,SNMP System Uptime
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,8586,Syslog Receiver
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,10679,SNMP Cisco System Health
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,10678,SNMP Cisco System Health
{mgmt-jp-192-168-40-253} (192.168.40.253) [Cisco-WS-C3750E-48TD-S] @Rack_XX,10680,SNMP Cisco System Health
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8364,SNMP System Uptime
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8366,Syslog Receiver
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8461,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8464,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8465,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8466,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8467,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8468,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8469,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8470,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8471,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8472,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8473,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8474,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8475,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8476,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8477,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8478,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8481,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8482,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8483,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8484,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8579,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8580,SNMP Traffic
{mgmt-jp-192-168-99-251} (192.168.99.251) [Cisco WS-C3850-48P-E] @Rack_XX,8581,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8365,SNMP System Uptime
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8367,Syslog Receiver
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8459,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8428,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8432,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8433,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8434,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8435,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8436,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8437,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8438,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8439,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8440,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8441,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8442,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8443,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8445,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8446,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8447,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8448,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8449,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8450,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8451,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8452,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8453,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8456,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8457,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8458,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8429,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8582,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8583,SNMP Traffic
{mgmt-jp-192-168-99-252} (192.168.99.252) [WS-C3850-48P-E] @Rack_XX,8584,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9064,SNMP System Uptime
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9115,Syslog Receiver
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9158,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9138,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9141,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9142,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9143,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9144,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9145,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9146,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9147,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9148,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9149,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9150,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9151,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9152,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9153,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9154,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9155,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9156,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9157,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9159,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9160,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9161,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9162,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9163,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9164,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9165,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9166,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9167,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9168,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9169,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9170,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9171,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9172,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9173,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9174,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9175,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9176,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9177,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9178,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9179,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9180,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9181,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9182,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9117,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9118,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9119,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9120,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9121,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9122,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9123,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9124,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9125,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9126,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9127,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9128,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9129,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9130,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9131,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9132,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9133,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9134,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9135,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9136,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9137,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9139,SNMP Traffic
{mgmt-jp-10-100-11-55} (10.100.11.55) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9140,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9090,SNMP System Uptime
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9116,Syslog Receiver
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9233,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9235,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9202,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9210,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9212,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9213,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9214,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9215,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9216,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9217,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9218,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9222,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9223,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9224,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9225,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9226,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9227,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9228,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9229,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9230,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9236,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9237,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9238,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9239,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9240,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9241,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9242,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9243,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9244,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9245,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9246,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9247,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9248,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9249,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9250,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9251,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9252,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9253,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9257,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9258,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9259,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9260,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9261,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9262,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9263,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9264,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9265,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9183,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9184,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9185,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9186,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9187,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9188,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9189,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9190,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9191,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9192,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9193,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9194,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9196,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9197,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9198,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9204,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9205,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9206,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9207,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9208,SNMP Traffic
{mgmt-jp-10-100-11-56} (10.100.11.56) HUAWEI CE6860-48S8CQ-EI @Rack_XX,9209,SNMP Traffic
{mgmt-jp-172.60.60.141} (172.60.60.141) CISCO{WS-C3560X-48},10513,SNMP Traffic
