Date Time,Date Time(RAW),Traffic Total (Volume),Traffic Total (Volume)(RAW),Traffic Total (Speed),Traffic Total (Speed)(RAW),Traffic In (Volume),Traffic In (Volume)(RAW),Traffic In (Speed),Traffic In (Speed)(RAW),Traffic Out (Volume),Traffic Out (Volume)(RAW),Traffic Out (Speed),Traffic Out (Speed)(RAW),Unicast In (Volume),Unicast In (Volume)(RAW),Unicast In (Speed),Unicast In (Speed)(RAW),Unicast Out (Volume),Unicast Out (Volume)(RAW),Unicast Out (Speed),Unicast Out (Speed)(RAW),Multicast In (Volume),Multicast In (Volume)(RAW),Multicast In (Speed),Multicast In (Speed)(RAW),Multicast Out (Volume),Multicast Out (Volume)(RAW),Multicast Out (Speed),Multicast Out (Speed)(RAW),Broadcast In (Volume),Broadcast In (Volume)(RAW),Broadcast In (Speed),Broadcast In (Speed)(RAW),Broadcast Out (Volume),Broadcast Out (Volume)(RAW),Broadcast Out (Speed),Broadcast Out (Speed)(RAW),Errors In (Volume),Errors In (Volume)(RAW),Errors In (Speed),Errors In (Speed)(RAW),Errors Out (Volume),Errors Out (Volume)(RAW),Errors Out (Speed),Errors Out (Speed)(RAW),Discards In (Volume),Discards In (Volume)(RAW),Discards In (Speed),Discards In (Speed)(RAW),Discards Out (Volume),Discards Out (Volume)(RAW),Discards Out (Speed),Discards Out (Speed)(RAW),Unknown Protocols In (Volume),Unknown Protocols In (Volume)(RAW),Unknown Protocols In (Speed),Unknown Protocols In (Speed)(RAW),Coverage,Coverage(RAW)
20-01-2024 22:05:27,45311.6912849074,283 MB,297271163.0,40 Mbit/s,4954519.3833,270 MB,283043664.0,38 Mbit/s,4717394.4,14 MB,14227499.0,1.90 Mbit/s,237124.9833,"408,798 #",408798.0,"6,813 #/s",6813.3,"105,417 #",105417.0,"1,757 #/s",1756.95,42 #,42.0,0.70 #/s,0.7,3 #,3.0,0.05 #/s,0.05,24 #,24.0,0.40 #/s,0.4,1 #,1.0,0.02 #/s,0.0167,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,100 %,10000.0
20-01-2024 20:57:27,45311.6440629977,21 MB,21767476.0,2.90 Mbit/s,362791.2667,16 MB,17101516.0,2.28 Mbit/s,285025.2667,4.45 MB,4665960.0,0.62 Mbit/s,77766.0,"21,100 #",21100.0,352 #/s,351.6667,"14,666 #",14666.0,244 #/s,244.4333,43 #,43.0,0.72 #/s,0.7167,3 #,3.0,0.05 #/s,0.05,43 #,43.0,0.72 #/s,0.7167,1 #,1.0,0.02 #/s,0.0167,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,0 #,0.0,0 #/s,0.0,100 %,10000.0
