Device Name,Device ID
Physical Disk: Port=1I:Box=1:Bay=8 WBM7FWHY,3667
System Uptime,3642
HPE ProLiant System Health,3643
Physical Disk: Port=1I:Box=1:Bay=10 WBM7J2BL,3640
Physical Disk: Port=1I:Box=1:Bay=13 WBM7HCVY,3639
Physical Disk: Port=1I:Box=1:Bay=14 WBM7FTQD,3638
Physical Disk: Port=1I:Box=1:Bay=15 WBM7J8SM,3641
Physical Disk: Port=1I:Box=1:Bay=16 WBM7FSR1,3636
Physical Disk: Port=1I:Box=1:Bay=3 S2JVNAAH703460,3634
Physical Disk: Port=1I:Box=1:Bay=4 S2JVNAAH703464,3635
Physical Disk: Port=1I:Box=1:Bay=9 WBM7FSS4,3637
System Uptime,3648
HPE ProLiant System Health,3649
HPE Proliant System Details,5404
Virtual Disk: Raid 1 Status,5405
HpeServerPowerSupply (SMPS 1),5402
HpeServerPowerSupply (SMPS 2),5403
Uptime,3397
Dell System Health 33-11-c01-jp04.comtelindia.com,3406
Physical Disk 0:1:0,3407
Physical Disk 0:1:1,3408
Physical Disk 0:1:2,3409
Physical Disk 0:1:3,3410
Physical Disk 0:1:4,3411
Physical Disk 0:1:5,3412
Physical Disk 0:1:6,3413
Physical Disk 0:1:7,3414
SSD 0,3415
SSD 1,3416
Uptime,3423
Dell System Health 33-12-c01-jp04.comtelindia.com,3433
Physical Disk 0:1:0,3434
Physical Disk 0:1:1,3435
Physical Disk 0:1:2,3436
Physical Disk 0:1:3,3437
Physical Disk 0:1:4,3438
Physical Disk 0:1:5,3439
Physical Disk 0:1:6,3440
Physical Disk 0:1:7,3441
SSD 0,3442
SSD 1,3443
Uptime,3494
Dell System Health 33-13-c01-jp04.comtelindia.com,3502
Physical Disk 0:1:0,3503
Physical Disk 0:1:1,3504
Physical Disk 0:1:2,3505
Physical Disk 0:1:3,3506
Physical Disk 0:1:4,3507
Physical Disk 0:1:5,3508
Physical Disk 0:1:6,3509
Physical Disk 0:1:7,3510
SSD 0,3511
SSD 1,3512
Uptime,3449
Dell System Health 33-14-c01-jp04.comtelindia.com,3455
Physical Disk 0:1:1,3478
Physical Disk 0:1:2,3479
Physical Disk 0:1:4,3481
Physical Disk 0:1:6,3480
SSD 0,3476
SSD 1,3477
SNMP System Uptime,3514
Dell System Health 33-15-c01-jp04,3515
Physical Disk 0:1:0,3519
Physical Disk 0:1:1,3521
Physical Disk 0:1:2,3518
Physical Disk 0:1:3,3520
SSD 0,3516
SSD 1,3517
Uptime,8648
Lenovo System Health: (J900NXFH),9877
Virtual Disk: VD_R1_1,10815
Physical Disk: M.2 - Bay 0 | SSD | LEN,8638
Physical Disk: M.2 - Bay 1 | SSD | LEN,8639
Physical Disk: Bay 0 | NVME | MICRON,8633
Physical Disk: Bay 1 | NVME | MICRON,8634
Physical Disk: Bay 2 | NVME | MICRON,8635
Physical Disk: Bay 3 | NVME | MICRON,8636
Physical Disk: Bay 4 | NVME | MICRON,8637
Physical Disk: Bay 5 | NVME | MICRON,8640
Physical Disk: Bay 6 | NVME | INTEL,8641
Physical Disk: Bay 7 | NVME | INTEL,8642
Table: 1.3.6.1.4.1.19046.11.1.1.12.2 / Drive 0,10841
Uptime,8660
Lenevo System Health,8649
Virtual Disk: RAID -1 (447.069 GB),11134
Physical Disk: M.2 Bay 0 | SATA | LEN,8678
Physical Disk: M.2 Bay 1 | SATA | LEN,8679
Physical Disk: Bay 0 | NVME | MICRON,8673
Physical Disk: Bay 1 | NVME | MICRON,8674
Physical Disk: Bay 2 | NVME | MICRON,8675
Physical Disk: Bay 3 | NVME | MICRON,8676
Physical Disk: Bay 4 | NVME | MICRON,8677
Physical Disk: Bay 5 | NVME | MICRON,8680
Physical Disk: Bay 6 | NVME | INTEL,8681
Physical Disk: Bay 7 | NVME | INTEL,8682
Power Supply: PSU1 (D1DG33S00KV),9431
Power Supply: PSU2 (D1DG33S00KX),9432
Uptime,8683
Lenevo System Health,8684
Virtual Disk: RAID - 1 (447.069 GB),11135
Physical Disk: M.2 Bay 0 | SATA | LEN,8693
Physical Disk: M.2 Bay 1 | SATA | LEN,8694
Physical Disk: Bay 0 | NVME | MICRON,8685
Physical Disk: Bay 1 | NVME | MICRON,8686
Physical Disk: Bay 2 | NVME | MICRON,8687
Physical Disk: Bay 3 | NVME | MICRON,8688
Physical Disk: Bay 4 | NVME | MICRON,8689
Physical Disk: Bay 5 | NVME | MICRON,8690
Physical Disk: Bay 6 | NVME | INTEL,8691
Physical Disk: Bay 7 | NVME | INTEL,8692
Uptime,8695
Lenevo System Health (J900NXFK),9492
Virtual Disk: RAID - 1 (447.069 GB),11136
Physical Disk: M.2 Bay 0 | SATA | LEN,8705
Physical Disk: M.2 Bay 1 | SATA | LEN,8706
Physical Disk: Bay 0 | NVME | MICRON,8697
Physical Disk: Bay 1 | NVME | MICRON,8698
Physical Disk: Bay 2 | NVME | MICRON,8699
Physical Disk: Bay 3 | NVME | MICRON,8700
Physical Disk: Bay 4 | NVME | MICRON,8701
Physical Disk: Bay 5 | NVME | MICRON,8702
Physical Disk: Bay 6 | NVME | INTEL,8703
Physical Disk: Bay 7 | NVME | INTEL,8704
SNMP System Uptime,10283
Lenevo System Health (J9010L33),10320
Virtual Disk: RAID - 1 (447.069 GB),11137
M.2 Drive 0_480GB M.2 SATA SSD,10326
M.2 Drive 1_480GB M.2 SATA SSD,10327
Drive 0_1.60TB NVMe SSD,10321
Drive 1_1.60TB NVMe SSD,10322
Drive 2_1.60TB NVMe SSD,10323
Drive 3_1.60TB NVMe SSD,10324
Drive 4_1.60TB NVMe SSD,10325
Drive 5_1.60TB NVMe SSD,10328
Drive 6_1.60TB NVMe SSD,10329
Drive 7_1.60TB NVMe SSD,10330
System Uptime,10281
Lenevo System Health (J9010L32),10282
Virtual Disk: RAID - 1 (447.069 GB),11138
M.2 Drive 0_480GB M.2 SATA SSD,10301
M.2 Drive 1_480GB M.2 SATA SSD,10302
Drive 0_1.60TB NVMe SSD,10296
Drive 1_1.60TB NVMe SSD,10297
Drive 2_1.60TB NVMe SSD,10298
Drive 3_1.60TB NVMe SSD,10299
Drive 4_1.60TB NVMe SSD,10300
Drive 5_1.60TB NVMe SSD,10303
Drive 6_1.60TB NVMe SSD,10304
Drive 7_1.60TB NVMe SSD,10305
System Uptime,10307
Lenevo System Health (J9010L34),10319
Virtual Disk: RAID - 1 (447.069 GB),11139
M.2 Drive 0_480GB M.2 SATA SSD,10309
M.2 Drive 1_480GB M.2 SATA SSD,10310
Drive 0_1.60TB NVMe SSD,10311
Drive 1_1.60TB NVMe SSD,10312
Drive 2_1.60TB NVMe SSD,10313
Drive 3_1.60TB NVMe SSD,10314
Drive 4_1.60TB NVMe SSD,10315
Drive 5_1.60TB NVMe SSD,10316
Drive 6_1.60TB NVMe SSD,10317
Drive 7_1.60TB NVMe SSD,10318
Uptime,10178
Dell System Health 73-11-vc12-c02-tp,10186
PCIe SSD in Slot 3 Disk 1,10189
Solid State Disk 0:1:0,10190
Solid State Disk 0:1:1,10191
Solid State Disk 0:1:2,10192
SSD 0,10187
SSD 1,10188
Uptime,10194
Dell System Health 73-12-vc12-c02-tp,10220
PCIe SSD in Slot 3 Disk 1,10223
Solid State Disk 0:1:0,10224
Solid State Disk 0:1:1,10225
Solid State Disk 0:1:2,10226
SSD 0,10221
SSD 1,10222
Uptime,10202
Dell System Health 73-13-vc12-c02-tp,10227
PCIe SSD in Slot 3 Disk 1,10230
Solid State Disk 0:1:0,10231
Solid State Disk 0:1:1,10232
Solid State Disk 0:1:2,10233
SSD 0,10228
SSD 1,10229
Uptime,10210
Dell System Health 73-14-vc12-c02-tp,10234
PCIe SSD in Slot 3 Disk 1,10235
Solid State Disk 0:1:0,10236
Solid State Disk 0:1:1,10237
Solid State Disk 0:1:2,10238
SNMP System Uptime,10785
System Health: Computer System (CNX236076F),10791
Bay=1_HPE 1.60TB 24G (SAS SSD),10787
Bay=2_HPE 1.60TB 24G (SAS SSD),10788
Bay=3_HPE 1.60TB 24G (SAS SSD),10790
Bay=7_HPE 1.60TB 24G (SAS SSD),10789
Bay=1/2_RAID1=447 GB,10786
SNMP System Uptime,10797
System Health: Computer System (CNX236076J),10799
Bay=1_HPE 1.60TB 24G (SAS SSD),10793
Bay=2_HPE 1.60TB 24G (SAS SSD),10794
Bay=3_HPE 1.60TB 24G (SAS SSD),10796
Bay=7_HPE 1.60TB 24G (SAS SSD),10795
Bay=1/2_RAID1=447 GB,10792
System Uptime,10811
HPE System Health (CNX236076K),10812
Bay=1/2_RAID1=447 GB,10800
Bay=1_HPE 1.60TB 24G (SAS SSD),10801
Bay=2_HPE 1.60TB 24G (SAS SSD),10802
Bay=7_HPE 1.60TB 24G (SAS SSD),10803
Bay=3_HPE 1.60TB 24G (SAS SSD),10804
Virtual Disk: MR Volume 239,11017
System Uptime,10813
HPE System Health (CNX2380BVH),10814
Bay=1/2_RAID1=447 GB,10805
Bay=1_HPE 1.60TB 24G (SAS SSD),10807
Bay=2_HPE 1.60TB 24G (SAS SSD),10808
Bay=7_HPE 1.60TB 24G (SAS SSD),10809
Bay=3_HPE 1.60TB 24G (SAS SSD),10810
RAID5_SSD-73-18,10806
SNTP-101.203,10095
SNTP-101.204,10096
Probe Health,5732
System Health,5731
WMI UTC Time,7879
Uptime,6316
Dell System Health 51-13-c01-STT-GC,6335
NonRAID Physical Disk 0:1:0,6340
NonRAID Physical Disk 0:1:1,6339
NonRAID Physical Disk 0:1:2,6343
NonRAID Physical Disk 0:1:3,6342
NonRAID Physical Disk 0:1:4,6341
NonRAID Physical Disk 0:1:5,6338
NonRAID Physical Disk 0:1:6,6337
NonRAID Physical Disk 0:1:7,6336
SSD 0,6344
SSD 1,6345
Uptime,6325
Dell System Health 51-12-c01-STT-GC,6346
NonRAID Physical Disk 0:1:0,6348
NonRAID Physical Disk 0:1:1,6354
NonRAID Physical Disk 0:1:2,6347
NonRAID Physical Disk 0:1:3,6353
NonRAID Physical Disk 0:1:4,6352
NonRAID Physical Disk 0:1:5,6351
NonRAID Physical Disk 0:1:6,6350
NonRAID Physical Disk 0:1:7,6349
SSD 0,6355
SSD 1,6356
Uptime,6358
Dell System Health 51-13-c01-STT-GC,6376
NonRAID Physical Disk 0:1:0,6393
NonRAID Physical Disk 0:1:1,6386
NonRAID Physical Disk 0:1:2,6391
NonRAID Physical Disk 0:1:3,6392
NonRAID Physical Disk 0:1:4,6390
NonRAID Physical Disk 0:1:5,6389
NonRAID Physical Disk 0:1:6,6388
NonRAID Physical Disk 0:1:7,6387
SSD 0,6394
SSD 1,6395
Uptime,8719
System Health: ComputerSystem (J900NXFP),8917
Pyshical Disk Status | Drive 0,8907
Pyshical Disk Status | Drive 1,8908
Pyshical Disk Status | Drive 2,8909
Pyshical Disk Status | Drive 3,8910
Pyshical Disk Status | Drive 4,8911
Pyshical Disk Status | Drive 5,8914
Pyshical Disk Status | Drive 6,8915
Pyshical Disk Status | Drive 7,8916
Pyshical Disk Status | M2 Drive 0,8912
Pyshical Disk Status | M2 Drive 1,8913
Power Supply: PSU1 (D1DG33S00KM),9437
Power Supply: PSU2 (D1DG33S00L0),9438
Uptime,8750
CPU Load,8774
Pyshical Disk Status | Drive 0,8897
Pyshical Disk Status | Drive 1,8898
Pyshical Disk Status | Drive 2,8899
Pyshical Disk Status | Drive 3,8900
Pyshical Disk Status | Drive 4,8901
Pyshical Disk Status | Drive 5,8904
Pyshical Disk Status | Drive 6,8905
Pyshical Disk Status | Drive 7,8906
Pyshical Disk Status | M2 Drive 0,8902
Pyshical Disk Status | M2 Drive 1,8903
Power Supply: PSU1 (D1DG33S00R4),9439
Power Supply: PSU2 (D1DG33S00R3),9440
Uptime,8830
System Health: ComputerSystem (J900NXFN),9443
Pyshical Disk Status | Drive 0,8887
Pyshical Disk Status | Drive 1,8888
Pyshical Disk Status | Drive 2,8889
Pyshical Disk Status | Drive 3,8890
Pyshical Disk Status | Drive 4,8891
Pyshical Disk Status | Drive 5,8894
Pyshical Disk Status | Drive 6,8895
Pyshical Disk Status | Drive 7,8896
Pyshical Disk Status | M2 Drive 0,8892
Pyshical Disk Status | M2 Drive 1,8893
Power Supply: PSU1 (D1DG33S00P9),9441
Power Supply: PSU2 (D1DG33S00PK),9442
System Uptime,8828
Pyshical Disk Status  | Drive 0,8922
Pyshical Disk Status  | Drive 1,8923
Pyshical Disk Status  | Drive 2,8924
Pyshical Disk Status  | Drive 3,8925
Pyshical Disk Status  | Drive 4,8926
Pyshical Disk Status  | M2 Drive 0,8927
Pyshical Disk Status  | M2 Drive 1,8928
Pyshical Disk Status  | Drive 5,8929
Pyshical Disk Status  | Drive 6,8930
Pyshical Disk Status  | Drive 7,8931
System Health: ComputerSystem (J900NXFT),9444
Power Supply: PSU1 (D1DG33S00PD),9445
Power Supply: PSU2 (D1DG33S00RE),9446
SNTP-100.203,10089
SNTP-100.204,10091
Probe Health,5366
System Health,5365
WMI UTC Time,5369
Uptime,7109
CPU Load,7116
Physical Memory,7118
Virtual Memory,7117
Disk Free: (C Drive),7114
Disk Free: (D Drive),7115
LAN Traffic (10.100.103.21),7110
Uptime,7063
CPU Load,7078
Physical Memory,7090
Virtual Memory,7089
Disk Free: (C Drive),7076
Disk Free: (D Drive),7077
LAN Traffic (10.100.103.61),7066
(007) Embedded FlexibleLOM 1 Port 1-11.56A_Port34 Traffic,7065
(020) Embedded FlexibleLOM 1 Port 2-11.56B_Port34 Traffic,7067
Uptime,11047
CPU Load,11048
Memory info,11129
Disk Free: /,11043
(001) lo Traffic,11133
ens1f0 Traffic,11126
ens2f0 Traffic,11127
bond0 (10.100.103.62) Traffic,11046
Ping v2,10921
Uptime,7075
CPU Load,7093
Physical Memory,7095
Virtual Memory,7094
Disk Free: (C Drive),7091
Disk Free: (D Drive),7092
LAN Traffic (10.111.103.61),7080
(006) Embedded FlexibleLOM 1 Port 2_11.200A_Port48 Traffic,7079
(020) Embedded FlexibleLOM 1 Port 1_11.200B_Port48 Traffic,7081
Uptime,11055
CPU Load,11058
Physical memory,11056
Virtual memory,11057
Disk Free: /,11052
Disk Free: /home/VeeamBackup,11093
(001) lo Traffic,11130
(004) eno1 Traffic,11131
(006) ens1 Traffic,11132
bond0 (10.111.103.62) Traffic,11059
Uptime,11061
CPU Load,11076
Physical memory,11077
Virtual memory,11078
Disk Free: /,11069
Disk Free: /home/VeeamBackup,11073
(009) bond0 Traffic,11065
SNMP HPE ProLiant System Health,11236
Physical Disk: Port=1I:Box=1:Bay=1 ZR5BXJ6A0000C25049TH,11233
Physical Disk: Port=1I:Box=1:Bay=2 ZR5BXHJR0000C2503YYC,11230
Physical Disk: Port=1I:Box=1:Bay=3 ZR5BXHD20000C2503Y86,11229
Physical Disk: Port=1I:Box=1:Bay=4 ZR5BXJBC0000C2504AEM,11234
Physical Disk: Port=1I:Box=6:Bay=1 PHYG2163023A480BGN,11223
Physical Disk: Port=1I:Box=6:Bay=2 PHYG2161027P480BGN,11222
Physical Disk: Port=2I:Box=2:Bay=1 ZR5BWZCD0000C2494EQ0,11227
Physical Disk: Port=2I:Box=2:Bay=2 ZR5BZ8VN0000C2496LH8,11235
Physical Disk: Port=2I:Box=2:Bay=3 ZR5BXHPQ0000C2502R54,11232
Physical Disk: Port=2I:Box=2:Bay=4 ZR5BQ2W30000C2466B6C,11225
Physical Disk: Port=3I:Box=3:Bay=1 ZR5BQ2SJ0000C246692L,11224
Physical Disk: Port=3I:Box=3:Bay=2 ZR5BXHLE0000C25048EV,11231
Physical Disk: Port=3I:Box=3:Bay=3 ZR5BTDJ50000C247278R,11226
Physical Disk: Port=3I:Box=3:Bay=4 ZR5BXD2J0000C250485B,11228
Dell System Health wss130,11256
Physical Disk 0:1:0,11246
Physical Disk 0:1:1,11250
Physical Disk 0:1:10,11240
Physical Disk 0:1:11,11242
Physical Disk 0:1:12,11244
Physical Disk 0:1:13,11245
Physical Disk 0:1:14,11237
Physical Disk 0:1:15,11248
Physical Disk 0:1:16,11249
Physical Disk 0:1:17,11238
Physical Disk 0:1:2,11247
Physical Disk 0:1:3,11254
Physical Disk 0:1:4,11252
Physical Disk 0:1:5,11251
Physical Disk 0:1:6,11243
Physical Disk 0:1:7,11239
Physical Disk 0:1:8,11253
Physical Disk 0:1:9,11241
SNMP System Uptime,11255
SNMP System Uptime,11193
Physical Disk 0:1:0,11186
Dell System Health WIN-PPPDRJ5CVSD,11194
Physical Disk 0:1:1,11181
Physical Disk 0:1:10,11183
Physical Disk 0:1:11,11187
Physical Disk 0:1:12,11188
Physical Disk 0:1:13,11189
Physical Disk 0:1:2,11190
Physical Disk 0:1:3,11191
Physical Disk 0:1:4,11182
Physical Disk 0:1:5,11180
Physical Disk 0:1:6,11179
Physical Disk 0:1:7,11184
Physical Disk 0:1:8,11192
Physical Disk 0:1:9,11185
SNMP HPE ProLiant System Health,11197
Physical Disk: Port=1I:Box=1:Bay=1 ZR5BZ8JZ0000C2502QZ3,11211
Physical Disk: Port=1I:Box=1:Bay=2 ZR5BQ3BA0000C24619GG,11204
Physical Disk: Port=1I:Box=1:Bay=3 ZR5BQ41A0000C24669J1,11206
Physical Disk: Port=1I:Box=1:Bay=4 ZR5BPE430000C24667QA,11203
Physical Disk: Port=1I:Box=6:Bay=1 PHYG216301Z4480BGN,11198
Physical Disk: Port=1I:Box=6:Bay=2 PHYG216400CA480BGN,11199
Physical Disk: Port=2I:Box=2:Bay=1 ZR5BKW2Z0000C2491FU7,11201
Physical Disk: Port=2I:Box=2:Bay=2 ZR5BXHHE0000C2503YL9,11209
Physical Disk: Port=2I:Box=2:Bay=3 ZR59KF5W0000C2344W6F,11200
Physical Disk: Port=2I:Box=2:Bay=4 ZR5BQ3ZV0000C24669JP,11205
Physical Disk: Port=3I:Box=3:Bay=1 ZR5BNR1K0000C245DGLG,11202
Physical Disk: Port=3I:Box=3:Bay=2 ZR5BWZD00000C2494EQ6,11207
Physical Disk: Port=3I:Box=3:Bay=3 ZR5BXJ6E0000C2504AF6,11210
Physical Disk: Port=3I:Box=3:Bay=4 ZR5BXHEW0000C250211F,11208
SNMP System Uptime,11219
Dell System Health WIN-8H28FI0E6JR,11218
Physical Disk 0:1:10,11216
Physical Disk 0:1:11,11212
Physical Disk 0:1:12,11215
Physical Disk 0:1:13,11214
Physical Disk 0:1:8,11217
Physical Disk 0:1:9,11213
Uptime,6634
CPU Load,6758
Memory info,6649
Disk Free: / Root,6638
Loopback Traffic (127.0.0.1),6635
LAN Traffic (10.100.103.51),6636
Uptime,6682
CPU Load,7050
Memory info,6696
Disk Free: / Root,6686
Loopback Traffic (127.0.0.1),6683
LAN Traffic (10.100.103.52),6684
Uptime,6855
CPU Load,6863
Memory info,6869
Disk Free: / Root,6859
Loopback Traffic (127.0.0.1),6856
LAN Traffic (10.100.103.53),6857
Uptime,7885
CPU Load,7899
Physical Memory,7903
Virtual Memory,7902
Disk Free: (C Drive),7968
Disk Free: (D Drive),7969
LAN Traffic (10.111.103.86),7890
Uptime,6899
CPU Load,7046
Memory info,6917
Disk Free: / Root,6903
Loopback Traffic (127.0.0.1),6900
LAN Traffic (10.100.103.82),6901
Uptime,6886
CPU Load,6894
Memory info,6913
Disk Free: / Root,6890
Loopback Traffic (127.0.0.1),6887
LAN Traffic (10.100.103.81),6888
Uptime,6949
CPU Load,6959
Memory info,6966
Disk Free: / Root,6953
Loopback Traffic (12.0.0.1),6950
LAN Traffic (10.100.103.71),6951
Uptime,6984
CPU Load,6997
Memory info,7013
Disk Free: / Root,6992
Loopback Traffic (127.0.0.1),6985
LAN Traffic (10.100.103.72),6986
Uptime,6988
CPU Load,7047
Memory info,7015
Disk Free: / Root,6999
Active Processes,7017
Loopback Traffic (127.0.0.1),6989
LAN Traffic (10.100.103.73),6990
Uptime,7920
CPU Load,7927
Physical Memory,7929
Virtual Memory,7928
Disk Free: (C Drive),7925
Disk Free: D:\ Label:New Volume  Serial Number 2ee4d19b,7967
(004) Ethernet0 Traffic,7921
Uptime,9280
CPU Load,9291
Memory info,9297
Disk Free: / (Root Drive),9284
LAN Traffic (10.112.71.91),9282
Loopback Traffic (127.0.0.1),9281
Uptime,9301
CPU Load,9304
Memory info,9318
Disk Free: / (Root Drive),9305
Loopback Traffic (127.0.0.1),9302
LAN Traffic (10.112.71.92),9303
Uptime,9380
CPU Load,9387
Memory: Virtual Memory,9388
Memory: Physical Memory,9389
Disk Free: C:\ Label:  Serial Number d4076fce,9385
Disk Free: D:\ Label:New Volume  Serial Number e8af918b,9386
(004) Ethernet0 2 Traffic,9381
Probe Health,9395
System Health,9394
WMI UTC Time,9450
Uptime,7817
Dell System Health 31-11-c01-caas01.comtelindia.com,9884
NonRAID Physical Disk 0:1:0,7830
NonRAID Physical Disk 0:1:1,7829
NonRAID Physical Disk 0:1:2,7828
SSD 0,7831
SSD 1,7832
Uptime,7856
Dell System Health 31-12-c01-caas01.comtelindia.com,9885
NonRAID Physical Disk 0:1:0,7875
NonRAID Physical Disk 0:1:1,7874
NonRAID Physical Disk 0:1:2,7873
SSD 0,7876
SSD 1,7877
Uptime,7847
Dell System Health 31-13-c01-caas01,9886
NonRAID Physical Disk 0:1:0,7869
NonRAID Physical Disk 0:1:1,7868
NonRAID Physical Disk 0:1:2,7867
SSD 0,7870
SSD 1,7871
Uptime,9421
Syslog Receiver,9424
POINT_TO_POINT_TIKONA_11.11_PORT13 Traffic,9425
UPLINK_TO_SW_192.168.101.239_PORT24 Traffic,9426
SERVER_5_PAISA_20DEPTH_10.11.2.11_PORT2 Traffic,9605
POINT_TO_POINT_TIKONA_11.11_PORT13 Traffic,9960
UPLINK_TO_SW_192.168.101.239_PORT24 Traffic,9962
UPLINK_TO_245FW_SFT203_VLAN Traffic,9963
UPLINK_TO_101.251_L3_SW_Gi1/0/21 Traffic,9964
UPLINK_TO_10.112.11.207_PORT48 Traffic,9965
UPLINK_FORTIGATE_10.112.11.245_PORT4 Traffic,9961
Uptime,9422
Syslog Receiver,9423
(10123) AIRTEL_P2P Traffic,9427
(10124) UPLINK_TO_SW_192.168.101.240_PORT24_PO Traffic,9428
(001) AIRTEL_P2P Traffic,9966
(002) UPLINK_TO_SW_192.168.101.240_PORT24_PO Traffic,9968
(007) UPLINK_TO_246FW_SFT203_VLAN Traffic,9969
(008) UPLINK_TO_101.252_L3_SW_Gi1/0/21 Traffic,9970
(009) UPLINK_TO_10.112.11.208_PORT48 Traffic,9971
(010) UPLINK_FORTIGATE_10.112.11.246_PORT4 Traffic,9967
Uptime,9503
Syslog Receiver,9522
(001) POINT_TO_POINT_TIKONA_4.5_ Traffic,10011
(002) UPLINK_TO_10.244_gi0/24 Traffic,10012
(003) UPLINK_TO_10.249_Gi1/0/45 Traffic,10013
(005) UPLINK_TO_10.253_Gi1/0/47 Traffic,10015
(009) UPLINK_AT7_172.16.99.211_Eth1/28 Traffic,10016
Uptime,9504
Syslog Receiver,9523
(001) AIRTEL_P2P Traffic,10017
(002) UPLINK_TO_10.243_Gi0/24 Traffic,10018
(004) UPLINK_TO_10.250_Gi1/0/46 Traffic,10020
(005) UPLINK_TO_10.253_Gi1/0/48 Traffic,10021
(009) UPLINK_AT7_172.16.99.212_Eth1/28 Traffic,10022
Uptime,9986
(10144) UPLINK_TO_AT7_10.248_Gi1/0/43 Traffic,10002
(10145) UPLINK_TO_RTR_10.243_Gi0/1/0 Traffic,10003
(10147) UPLINK_TO_SW_10.249_Gi1/0/47 Traffic,10005
(10148) UPLINK_TO_SW_10.249_Gi1/0/48 Traffic,10006
Syslog Receiver,10076
Uptime,9507
Syslog Receiver,9597
(10144) UPLINK_TO_AT7_10.248_Gi1/0/44 Traffic,10023
(10146) UPLINK_TO_RTR_10.244_Gi0/1/1 Traffic,10025
(10147) UPLINK_TO_SW_10.250_Gi1/0/47 Traffic,10026
(10148) UPLINK_TO_SW_10.250_Gi1/0/48 Traffic,10027
Uptime,9506
Syslog Receiver,9555
NSE_BGP_SEC_INP Traffic,10052
(436355072) NSE_BGP_PRI_INP Traffic,10053
(436391936) Ethernet1/46 Traffic,10054
UPLINK_RACK_AT7_10.11_eth1/29 Traffic,10055
(436400128) UPLINK_RACK_AT7_10.12_eth1/29 Traffic,10056
(436379648) Ethernet1/43 Traffic,10634
(436383744) Ethernet1/44 Traffic,10635
Ping,10010
(83886080) mgmt0 Traffic,10080
Syslog Receiver,10364
(436355072) NSE_BGP_SEC_INP Traffic,10630
(436379648) Ethernet1/43 Traffic,10631
(436383744) Ethernet1/44 Traffic,10632
(436400128) UPLINK_RACK_AT7_10.11_eth1/29 Traffic,10633
Uptime,9505
Syslog Receiver,9600
(10145) 10G_SW_10.251_MGMT Traffic,10071
(10146) 10G_SW_10.252_MGMT Traffic,10072
(10147) UPLINK_TO_RTR_10.243_Gi0/1/2 Traffic,10073
(10148) UPLINK_TO_RTR_10.244_Gi0/1/2 Traffic,10074
(010) Vlan10 Traffic,10447
(10124) UPLINK_TO_NEXUS_172.16.99.211_port Eth1/30 Traffic,10460
(1453) Vlan1453 Traffic,10461
Uptime,10462
Syslog Receiver,10463
Syslog Receiver,9580
Syslog Receiver,9585
Uptime,9584
UPLINK_TO_10.243_Gi0/21 Traffic,9581
(436322304) UPLINK_AB18_10.252_eth1/47 Traffic,9582
(436326400) UPLINK_AT7_10.248_Gi1/0/47 Traffic,9583
Uptime,10075
(436318208) UPLINK_TO_10.244_Gi0/21 Traffic,9586
(436322304) UPLINK_AB18_10.252_eth1/48 Traffic,9587
Syslog Receiver,9589
